"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher"
"World Poker Tour","XB",2005,"Misc","Take-Two Interactive",0.05,0.01,0,0,0.06,63,17,76,4,"2K Sports","T",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Sega","Japan","Sega"
"Age of Empires III: The Asian Dynasties","PC",2007,"Strategy","Microsoft Game Studios",0,0.05,0,0.01,0.06,81,19,83,71,"Big Huge Games","T",9,"00s","Microsoft","5th Gen","Misc","Other","Other","Microsoft"
"IL-2 Sturmovik: Birds of Prey","DS",2009,"Simulation","505 Games",0.06,0,0,0,0.06,41,4,22,5,"DiP Interactive","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"NanoBreaker","PS2",2005,"Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06,51,38,65,11,"KCET","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Bionicle","XB",2003,"Action","Electronic Arts",0.05,0.01,0,0,0.06,49,5,13,4,"Argonaut Games","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","EA"
"GRID 2","PC",2013,"Racing","Codemasters",0,0.06,0,0.01,0.06,80,17,55,571,"Codemasters","E",3,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Criminal Girls: Invite Only","PSV",2013,"Role-Playing","Nippon Ichi Software",0.01,0.01,0.04,0.01,0.06,55,31,65,37,"Image Epoch, Imageepoch","M",3,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Miami Vice: The Game","PSP",2006,"Shooter","Activision",0.06,0,0,0,0.06,63,36,68,12,"Rebellion","M",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Samurai Warriors Chronicles 3","PSV",2014,"Action","Tecmo Koei",0,0,0.06,0,0.06,70,9,77,14,"Omega Force","T",2,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"BMX XXX","GC",2002,"Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06,60,15,48,7,"Z-Axis, Ltd.","M",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"One Piece: Unlimited World Red","WiiU",2014,"Action","Namco Bandai Games",0,0.04,0.02,0,0.06,66,11,76,43,"Ganbarion","T",2,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Namco"
"Aggressive Inline","XB",2002,"Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06,85,20,75,7,"Z-Axis, Ltd.","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Insecticide","DS",2008,"Action","Gamecock",0.06,0,0,0,0.06,55,23,68,5,"Creat Studios","E10+",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"XGRA: Extreme G Racing Association","PS2",2003,"Racing","Acclaim Entertainment",0.03,0.02,0,0.01,0.06,68,23,84,8,"Acclaim Studios Cheltenham","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Mario vs. Donkey Kong: Tipping Stars","3DS",2015,"Puzzle","Nintendo",0,0,0.06,0,0.06,70,15,73,48,"Nintendo, Nintendo Software Technology","E",1,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
"Tournament of Legends","Wii",2010,"Fighting","Sega",0.04,0.02,0,0.01,0.06,45,38,67,11,"High Voltage Software","T",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Sega"
"Escape from Bug Island","Wii",2006,"Action","Eidos Interactive",0.04,0.01,0.01,0,0.06,37,13,48,25,"Spike","M",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Gradius Collection","PSP",2006,"Shooter","Konami Digital Entertainment",0.04,0,0.02,0,0.06,76,44,83,4,"M2","E",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Fist of the North Star: Ken's Rage 2","X360",2012,"Fighting","Tecmo Koei",0.03,0.01,0.02,0,0.06,55,18,69,20,"Koei","M",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Gallop Racer 2004","PS2",2004,"Sports","Zoo Digital Publishing",0.03,0.02,0,0.01,0.06,70,15,85,12,"Tecmo","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Mobile Suit Gundam Seed: Never Ending Tomorrow","PS2",2004,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06,45,16,76,10,"Bec","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco"
"F1 2001","XB",2001,"Racing","Electronic Arts",0.05,0.01,0,0,0.06,83,11,53,8,"EA Sports","E",15,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA"
"Crimson Gem Saga","PSP",2008,"Role-Playing","Sega",0.06,0,0,0,0.06,78,20,73,30,"IronNos Co.,Ltd.","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"Monster Tale","DS",2011,"Platform","Majesco Entertainment",0.06,0,0,0,0.06,79,15,78,15,"DreamRift","E",5,"10s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Legend of the Dragon","Wii",2007,"Fighting","Game Factory",0.06,0,0,0,0.06,37,14,46,5,"Neko Entertainment","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Cel Damage","GC",2002,"Racing","Electronic Arts",0.05,0.01,0,0,0.06,67,12,66,11,"Pseudo Interactive","T",14,"00s","Nintendo","6th Gen","Misc","Other","Other","EA"
"Mirror's Edge Catalyst","PC",2016,"Platform","Electronic Arts",0.01,0.05,0,0,0.06,74,24,42,606,"EA DICE","T",0,"10s","Microsoft","5th Gen","Misc","EA","US","EA"
"Arc the Lad: End of Darkness","PS2",2004,"Role-Playing","Sony Computer Entertainment",0.03,0.02,0,0.01,0.06,59,24,40,10,"Cattle Call","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY"
"Tom Clancy's Splinter Cell: Pandora Tomorrow","GBA",2004,"Action","Ubisoft",0.05,0.02,0,0,0.06,68,19,60,6,"Ubisoft","T",12,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft"
"Tokobot","PSP",2005,"Platform","Take-Two Interactive",0.06,0,0,0,0.06,72,30,71,8,"Tecmo","E",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"Land of the Dead: Road to Fiddler's Green","XB",2005,"Shooter","Groove Games",0.05,0.01,0,0,0.06,32,9,56,10,"Brainbox Games","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Assetto Corsa","PS4",2016,"Racing","505 Games",0,0.05,0,0.01,0.06,73,35,60,70,"Kunos Simulazioni","E",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"NHL 2K9","Wii",2008,"Sports","Take-Two Interactive",0.06,0,0,0,0.06,65,11,52,19,"Visual Concepts","E10+",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Sega","Japan","Sega"
"Warhammer 40,000: Squad Command","DS",2007,"Strategy","THQ",0.05,0.01,0,0.01,0.06,57,21,77,16,"THQ","T",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"One Piece: Burning Blood","XOne",2016,"Fighting","Namco Bandai Games",0.03,0.02,0,0.01,0.06,60,10,56,12,"Spike Chunsoft","T",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Namco"
"TrackMania Turbo","XOne",2016,"Action","Ubisoft",0.02,0.04,0,0,0.06,76,12,75,27,"Nadeo","E",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft"
"Zero Escape: Zero Time Dilemma","PSV",2016,"Adventure","Aksys Games",0.03,0,0.02,0.01,0.06,83,31,81,116,"Spike Chunsoft, Chime","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Bionicle Heroes","DS",2006,"Shooter","Eidos Interactive",0.06,0,0,0,0.06,72,11,62,15,"Amaze Entertainment","T",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Mystic Heroes","PS2",2002,"Action","Tecmo Koei",0.03,0.02,0,0.01,0.06,67,7,84,14,"Koei","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Jurassic Park III: Park Builder","GBA",2001,"Simulation","Konami Digital Entertainment",0.04,0.02,0,0,0.06,65,5,78,5,"Konami","E",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Unchained Blades ","PSP",2011,"Role-Playing","FuRyu",0,0,0.06,0,0.06,61,8,73,15,"FuRyu","T",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Showtime Championship Boxing","Wii",2007,"Fighting","Zoo Digital Publishing",0.06,0,0,0,0.06,35,7,45,10,"Nikitova Games","E10+",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Bomberman Land","PSP",2007,"Misc","Hudson Entertainment",0.06,0,0,0,0.06,55,14,76,4,"Racjin","E",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Steins;Gate","PS3",2012,"Adventure","PQube",0.01,0.02,0.02,0.01,0.06,83,8,85,51,"Nitro+","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Nights of Azure","PS4",2015,"Action","Tecmo Koei",0.03,0.02,0,0.01,0.06,67,40,74,71,"Gust","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Age of Empires Online","PC",2011,"Strategy","Microsoft Game Studios",0.01,0.04,0,0.01,0.06,70,44,54,186,"Gas Powered Games","E10+",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Microsoft"
"Earth Defense Force 2017 Portable","PSV",2012,"Action","D3Publisher",0,0,0.06,0,0.06,68,36,77,31,"Sandlot","T",4,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Atelier Iris 2: The Azoth Of Destiny","PS2",2005,"Role-Playing","Tecmo Koei",0.03,0.02,0,0.01,0.06,68,34,76,14,"Gust","E10+",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"From The Abyss","DS",2008,"Role-Playing","Nobilis",0.06,0,0,0,0.06,59,9,78,5,"Sonic Powered","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Sega","Japan","Other"
"The LEGO Movie Videogame","PC",2014,"Action","Warner Bros. Interactive Entertainment",0.02,0.04,0,0,0.06,68,7,66,33,"TT Games","E10+",2,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"DuckTales: Remastered","WiiU",2013,"Action","Capcom",0.06,0,0,0.01,0.06,76,10,77,100,"WayForward","E",3,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Other"
"Giants: Citizen Kabuto","PS2",2001,"Shooter","Interplay",0.03,0.02,0,0.01,0.06,79,15,67,8,"Digital Mayhem","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"MX vs. ATV Supercross","X360",2014,"Racing","Nordic Games",0.03,0.02,0,0.01,0.06,48,10,46,14,"Nordic Games Publishing","E",2,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Grand Kingdom","PSV",2015,"Role-Playing","Nippon Ichi Software",0.01,0.01,0.04,0.01,0.06,76,11,86,33,"Spike Chunsoft","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"LEGO Batman: The Videogame","PC",2008,"Action","Warner Bros. Interactive Entertainment",0.02,0.03,0,0.01,0.06,80,15,76,61,"Traveller's Tales","E10+",8,"00s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Alone in the Dark","PS2",2008,"Adventure","Atari",0.03,0.02,0,0.01,0.06,47,10,52,24,"Hydravision","M",8,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco"
"Muppets Party Cruise","PS2",2003,"Misc","TDK Mediactive",0.03,0.02,0,0.01,0.06,61,11,78,6,"Mass Media","E",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Earth Defense Force 4.1: The Shadow of New Despair","PS4",2015,"Shooter","Xseed Games",0.03,0.02,0,0.01,0.06,64,40,77,51,"Sandlot","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Cold Fear","XB",2005,"Action","Ubisoft",0.05,0.01,0,0,0.06,71,41,74,20,"Darkworks","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Ubisoft"
"The Technomancer","PS4",2016,"Role-Playing","Focus Home Interactive",0.02,0.04,0,0.01,0.06,60,38,65,116,"Spiders","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Theme Park","DS",2007,"Simulation","Electronic Arts",0,0.02,0.03,0,0.06,72,15,74,14,"EA Japan Studio","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","EA","US","EA"
"Call of Cthulhu: Dark Corners of the Earth","XB",2005,"Adventure","Take-Two Interactive",0.05,0.01,0,0,0.06,77,51,79,37,"Headfirst Productions","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega"
"Blur","PC",2010,"Racing","Activision",0.01,0.04,0,0.01,0.06,81,24,72,177,"Bizarre Creations","E10+",6,"00s","Microsoft","5th Gen","Misc","Other","Other","Activision Blizzard"
"The Next BIG Thing","PC",2011,"Adventure","Focus Home Interactive",0,0.05,0,0.01,0.06,75,30,77,35,"Pendulo Studios","E10+",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Alien Syndrome","Wii",2007,"Role-Playing","Sega",0.05,0,0,0,0.06,48,24,69,23,"Totally Games","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Sega"
"Vexx","GC",2003,"Platform","Acclaim Entertainment",0.05,0.01,0,0,0.06,71,22,71,6,"Acclaim","T",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Secret Files: Tunguska","Wii",2008,"Adventure","Koch Media",0.04,0.01,0,0,0.06,65,12,74,8,"10tacle Studios, Fusionsphere Systems","T",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Unreal Tournament III","PC",2007,"Shooter","Midway Games",0,0.05,0,0.01,0.06,83,41,78,523,"Epic Games","M",9,"00s","Microsoft","5th Gen","Misc","Tencent","China","Other"
"Disney Sports Skateboarding","GC",2002,"Sports","Konami Digital Entertainment",0.05,0.01,0,0,0.06,36,7,45,6,"KCEO","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Terminator 3: The Redemption","XB",2004,"Shooter","Atari",0.05,0.01,0,0,0.06,66,38,84,5,"Paradigm Entertainment","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco"
"Arkanoid DS","DS",2007,"Puzzle","Square Enix",0.06,0,0,0,0.06,61,29,68,5,"Taito Corporation","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Square Enix","Japan","Square Enix"
"Call of Duty 2","PC",2005,"Shooter","Activision",0,0.05,0,0.01,0.06,86,64,82,626,"Infinity Ward","T",11,"00s","Microsoft","5th Gen","Misc","Other","Other","Activision Blizzard"
"Big Bang Mini","DS",2009,"Shooter","SouthPeak Games",0.05,0,0,0,0.06,78,39,80,26,"Arkedo Studio","E",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Serious Sam II","XB",2005,"Shooter","Take-Two Interactive",0.05,0.01,0,0,0.06,72,34,65,11,"Croteam","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega"
"Song of the Deep","XOne",2016,"Action","Insomniac Games",0.05,0,0,0.01,0.06,66,12,67,20,"Insomniac Games","E",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","SONY","Japan","SONY"
"Dead Rising 2: Off the Record","PC",2011,"Action","Capcom",0.04,0.02,0,0.01,0.06,66,10,51,54,"Capcom Vancouver","M",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Flipnic: Ultimate Pinball","PS2",2003,"Misc","Ubisoft",0.03,0.02,0,0.01,0.06,64,28,79,12,"SCEI","E",13,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","Ubisoft"
"The Witcher","PC",2007,"Role-Playing","Atari",0,0.05,0,0.01,0.06,81,50,86,1116,"CD Projekt Red Studio","M",9,"00s","Microsoft","5th Gen","Misc","Other","Other","Namco"
"Coded Arms: Contagion","PSP",2007,"Shooter","Konami Digital Entertainment",0.05,0,0,0.01,0.06,56,20,64,28,"Creat Studios","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"S.T.A.L.K.E.R.: Call of Pripyat","PC",2009,"Shooter","Namco Bandai Games",0,0.05,0,0.01,0.06,80,44,85,602,"GSC Game World","M",7,"00s","Microsoft","5th Gen","Misc","Other","Other","Namco"
"Create","PC",2010,"Action","Electronic Arts",0.04,0.01,0,0.01,0.06,54,7,66,9,"EA Bright Light","E",6,"00s","Microsoft","5th Gen","Misc","EA","US","EA"
"Commandos: Strike Force","PS2",2006,"Shooter","Eidos Interactive",0.03,0.02,0,0.01,0.06,58,26,83,11,"Pyro Studios","T",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Mobile Suit Gundam: Gundam vs. Zeta Gundam","PS2",2004,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06,57,16,84,11,"Capcom","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco"
"Guilty Gear X: Advance Edition","GBA",2002,"Fighting","Sammy Corporation",0.04,0.02,0,0,0.06,67,14,57,10,"Arc System Works","T",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Warriors of the Lost Empire","PSP",2007,"Role-Playing","Mercury Games",0.05,0,0,0,0.06,52,6,72,12,"Platinum Egg","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Devil's Third","WiiU",2015,"Action","Nintendo",0.04,0.02,0,0.01,0.06,43,54,63,283,"Valhalla Game Studios","M",1,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Nintendo"
"Star Trek: Tactical Assault","DS",2006,"Strategy","Ubisoft",0.05,0.01,0,0,0.06,63,15,68,10,"Quicksilver Software","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Ubisoft"
"Oddworld: Munch's Oddysee","GBA",2003,"Platform","THQ",0.04,0.02,0,0,0.06,44,15,23,4,"Art","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Broken Sword: The Shadow of the Templars","GBA",2002,"Adventure","BAM! Entertainment",0.04,0.02,0,0,0.06,80,17,76,10,"Revolution Software","T",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Resident Evil - Code: Veronica X","GC",2003,"Action","Capcom",0.05,0.01,0,0,0.06,62,16,83,32,"Nex Entertainment","M",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Trapt","PS2",2005,"Action","Tecmo Koei",0.03,0.02,0,0.01,0.06,60,36,77,14,"Paon Corporation","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Lord of Magna: Maiden Heaven","3DS",2014,"Role-Playing","Marvelous Entertainment",0,0,0.06,0,0.06,68,16,76,36,"Marvelous Inc.","T",2,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Other"
"Worms 3D","XB",2003,"Strategy","Sega",0.04,0.01,0,0,0.06,69,20,82,10,"Team 17","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega"
"PoPoLoCrois","PSP",2005,"Role-Playing","Ignition Entertainment",0.05,0,0,0,0.06,66,41,72,17,"G-Artists","E",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Dragon Rage","PS2",2001,"Shooter","3DO",0.03,0.02,0,0.01,0.06,50,9,62,9,"3DO","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Theresia...","DS",2008,"Adventure","Arc System Works",0.05,0,0,0,0.06,61,6,78,8,"WorkJam","M",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Sacred 2: Fallen Angel","PC",2008,"Role-Playing","Ascaron Entertainment GmbH",0,0.05,0,0.01,0.06,71,41,67,203,"Ascaron Entertainment GmbH, Ascaron Entertainment","M",8,"00s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Adventure Time: The Secret of the Nameless Kingdom","X360",2014,"Action","Little Orbit",0,0.05,0,0,0.06,58,5,73,4,"WayForward","E10+",2,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","DS",2005,"Action","Konami Digital Entertainment",0.05,0,0,0,0.06,58,10,68,5,"Konami","E",11,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Jumper: Griffin's Story","X360",2008,"Action","Eidos Interactive",0.05,0,0,0,0.06,29,16,31,30,"Red Tribe","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Tron 2.0: Killer App","XB",2004,"Action","Disney Interactive Studios",0.04,0.01,0,0,0.06,69,36,41,4,"Climax Group","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"The Fast and the Furious","PS2",2006,"Racing","Namco Bandai Games",0.03,0.02,0,0.01,0.06,59,22,64,24,"Eutechnyx","T",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco"
"Vampire Rain: Altered Species","PS3",2008,"Action","Ignition Entertainment",0.05,0,0,0,0.06,30,15,33,36,"Artoon","M",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"The History Channel: Battle for the Pacific","X360",2007,"Shooter","Activision",0.05,0,0,0,0.06,35,11,59,21,"Cauldron Ltd.","T",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"Racing Gears Advance","GBA",2004,"Racing","Zoo Digital Publishing",0.04,0.02,0,0,0.06,83,17,87,9,"Orbital Media, Inc.","E",12,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Inversion","X360",2012,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06,53,51,63,72,"Saber Interactive","M",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Namco"
"Need for Speed: Shift","PC",2009,"Racing","Electronic Arts",0,0.05,0,0.01,0.06,83,22,56,387,"Slightly Mad Studios","E",7,"00s","Microsoft","5th Gen","Misc","Other","Other","EA"
"Mercury Meltdown","PSP",2006,"Action","Atari",0.05,0,0,0.01,0.06,78,36,76,8,"Ignition Entertainment","E",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"Exist Archive: The Other Side of the Sky","PSV",2015,"Role-Playing","Aksys Games",0.01,0,0.05,0,0.06,71,8,81,12,"Tri-Ace","T",1,"10s","SONY","8th Gen","SONY_PS","Square Enix","Japan","Other"
"Zoo Tycoon 2","PC",2004,"Strategy","Microsoft Game Studios",0,0.05,0,0.01,0.06,72,34,79,43,"Blue Fang Games","E",12,"00s","Microsoft","5th Gen","Misc","Other","Other","Microsoft"
"Brave: A Warrior's Tale","X360",2009,"Action","SouthPeak Games",0.05,0.01,0,0,0.06,42,17,48,4,"Collision Studios","E10+",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Fatal Frame","XB",2002,"Action","Tecmo Koei",0.04,0.01,0,0,0.06,77,17,84,16,"Tecmo","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Urban Chaos: Riot Response","PS2",2006,"Shooter","Eidos Interactive",0.03,0.02,0,0.01,0.06,73,35,76,24,"Rocksteady Studios","M",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Tom Clancy's Ghost Recon: Advanced Warfighter","PS2",2006,"Shooter","Ubisoft",0.03,0.02,0,0.01,0.06,44,8,44,41,"Ubisoft Shanghai","T",10,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Ivy the Kiwi?","Wii",2010,"Puzzle","Rising Star Games",0.04,0.02,0,0,0.06,74,30,70,12,"Prope","E",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Resident Evil 2","GC",2003,"Action","Capcom",0.04,0.01,0,0,0.06,59,15,83,31,"Capcom","M",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Catwoman","XB",2004,"Action","Electronic Arts",0.04,0.01,0,0,0.06,45,33,44,5,"EA Games","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA"
"Top Gun: Hard Lock","X360",2012,"Action","505 Games",0.03,0.02,0,0,0.06,54,8,33,16,"505 Games","T",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Warriors Orochi 2","X360",2008,"Action","Tecmo Koei",0.04,0,0.01,0,0.06,44,28,79,15,"Omega Force","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Mana Khemia: Alchemists of Al-Revis","PS2",2007,"Role-Playing","Nippon Ichi Software",0.03,0.02,0,0.01,0.06,69,20,73,41,"Gust","E10+",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Street Fighter V","PC",2016,"Fighting","Capcom",0,0.05,0,0,0.06,74,33,27,431,"Capcom","T",0,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
