"Platform","Year_of_Release","Genre","Publisher","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher","Region","Sales"
"PS3",2011,"Action","Sega",39,35,42,19,"Liquid Entertainment","T",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Sega","Other_Sales",0.02
"PS4",2016,"Platform","Activision",80,47,53,17,"Toys for Bob","E10+",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Activision Blizzard","Other_Sales",0.02
"PS2",2006,"Action","Take-Two Interactive",54,43,78,24,"Double Helix Games","T",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Sega","Other_Sales",0.02
"DS",2007,"Action","Zoo Digital Publishing",19,4,29,7,"FrontLine Studios","E10+",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"GC",2002,"Shooter","Electronic Arts",77,16,85,7,"Namco","M",14,"00s","Nintendo","6th Gen","Misc","Namco","Japan","EA","Other_Sales",0
"Wii",2007,"Action","Vivendi Games",71,23,82,29,"Radical Entertainment","M",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Ubisoft","Other_Sales",0.01
"Wii",2011,"Sports","Take-Two Interactive",54,8,72,7,"2K Games","E",5,"10s","Nintendo","7th Gen","Nintendo_Wii","Sega","Japan","Sega","Other_Sales",0.02
"GC",2003,"Action","THQ",79,22,86,12,"Eurocom Entertainment Software","T",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"Wii",2007,"Misc","Ubisoft",64,9,52,13,"Ubisoft Quebec","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft","Other_Sales",0.01
"PS4",2016,"Strategy","Take-Two Interactive",88,28,78,116,"Firaxis Games","T",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Sega","Other_Sales",0.02
"XOne",2014,"Sports","Konami Digital Entertainment",79,9,71,65,"Konami","E",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PS",2000,"Racing","Sony Computer Entertainment",69,9,71,14,"Studio 33","E",16,"90s","SONY","5th Gen","SONY_PS","Other","Other","SONY","Other_Sales",0.01
"X360",2012,"Role-Playing","Deep Silver",60,18,58,58,"Piranha Bytes","M",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PS2",2002,"Sports","Sony Computer Entertainment",78,21,81,7,"SCEE London Studio","E",14,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","Other_Sales",0.02
"PC",2009,"Shooter","505 Games",77,38,73,589,"Bohemia Interactive","M",7,"00s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.02
"XB",2004,"Platform","Vivendi Games",64,17,89,10,"Eurocom Entertainment Software","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","Other_Sales",0.01
"PC",2015,"Simulation","Paradox Interactive",85,60,87,1404,"Colossal Order","E",1,"10s","Microsoft","5th Gen","Misc","Other","Other","Tencent","Other_Sales",0.01
"PS2",2008,"Role-Playing","Banpresto",65,11,80,9,"Flight-Plan","T",8,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PS2",2004,"Shooter","Play It",68,50,85,12,"Seta Corporation","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"Wii",2006,"Shooter","Ignition Entertainment",73,38,78,22,"Terminal Reality","T",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"PC",2007,"Shooter","Electronic Arts",96,34,91,1495,"Valve Software","M",9,"00s","Microsoft","5th Gen","Misc","Other","Other","EA","Other_Sales",0.03
"3DS",2015,"Platform","Yacht Club Games",90,9,80,225,"Yacht Club Games","E",1,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"PS3",2010,"Misc","Unknown",36,10,4,4,"Seven45 Studios","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"DS",2004,"Puzzle","Nintendo",70,35,87,9,"Namco","E",12,"00s","Nintendo","7th Gen","Nintendo_DS","Namco","Japan","Nintendo","Other_Sales",0.01
"GC",2002,"Role-Playing","Virgin Interactive",79,10,75,22,"High Voltage Software","T",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"Wii",2008,"Misc","SouthPeak Games",54,8,74,7,"TopWare Interactive","E10+",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"PC",2003,"Role-Playing","LucasArts",93,33,88,1497,"BioWare","T",13,"00s","Microsoft","5th Gen","Misc","EA","US","Other","Other_Sales",0.02
"PS2",2002,"Shooter","Electronic Arts",67,23,78,16,"Monolith Productions","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA","Other_Sales",0.02
"X360",2006,"Sports","Activision Value",53,4,48,8,"FUN Labs","T",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","Other_Sales",0.01
"PS2",2002,"Adventure","Sony Computer Entertainment",71,17,83,11,"Appaloosa Interactive","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY","Other_Sales",0.02
"X360",2006,"Action","Eidos Interactive",73,57,70,52,"Avalanche Studios","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"X360",2009,"Action","SouthPeak Games",50,39,52,14,"Gaijin Entertainment","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PSV",2016,"Role-Playing","Nippon Ichi Software",93,5,77,83,"Vanillaware","T",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"XOne",2016,"Shooter","Deep Silver",49,12,39,106,"Deep Silver Dambuster Studios","M",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"XB",2004,"Fighting","Atari",63,22,80,6,"Pipeworks Software, Inc.","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco","Other_Sales",0
"PS3",2010,"Role-Playing","Ubisoft Annecy",55,34,60,33,"Omega Force","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Ubisoft","Other_Sales",0.01
"Wii",2011,"Sports","Sega",65,15,73,4,"Sega","E",5,"10s","Nintendo","7th Gen","Nintendo_Wii","Sega","Japan","Sega","Other_Sales",0.01
"GBA",2005,"Platform","Disney Interactive Studios",71,5,53,6,"TOSE","E10+",11,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Other","Other_Sales",0
"XB",2002,"Adventure","Swing! Entertainment",66,28,82,13,"Starbreeze","M",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PSP",2007,"Role-Playing","505 Games",64,22,64,19,"Media Vision","E10+",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"PS4",2016,"Action","Telltale Games",45,16,57,140,"The Fun Pimps Entertainment LLC","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PSV",2014,"Platform","Ubisoft",87,8,82,159,"Ubisoft Montpellier","E10+",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","Other_Sales",0.03
"XB",2003,"Action","Capcom",51,28,39,22,"Capcom","M",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0
"PS3",2007,"Sports","Take-Two Interactive",82,18,50,6,"Visual Concepts","E",9,"00s","SONY","7th Gen","SONY_PS","Sega","Japan","Sega","Other_Sales",0.01
"PC",2009,"Role-Playing","Deep Silver",77,32,79,676,"Piranha Bytes","M",7,"00s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.02
"XOne",2015,"Action","Activision",75,25,77,55,"PlatinumGames","T",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","Other_Sales",0.01
"PC",2012,"Shooter","Take-Two Interactive",77,20,74,448,"Digital Extremes","M",4,"10s","Microsoft","5th Gen","Misc","Other","Other","Sega","Other_Sales",0.01
"X360",2006,"Action","Vivendi Games",48,32,55,24,"Stormfront Studios","T",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Ubisoft","Other_Sales",0.01
"PS3",2012,"Action","Ubisoft Annecy",63,20,78,22,"Omega Force","T",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Ubisoft","Other_Sales",0
"PS",1996,"Puzzle","Virgin Interactive",83,9,72,5,"Capcom","E",20,"90s","SONY","5th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"PS4",2016,"Action","Deep Silver",63,32,62,45,"Techland","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"X360",2007,"Simulation","Ubisoft",72,24,76,12,"Ubisoft Romania","T",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","Other_Sales",0.01
"GC",2002,"Racing","Ubisoft",60,10,70,6,"Ubisoft","E",14,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft","Other_Sales",0
"X360",2010,"Action","Activision",58,23,74,10,"Etranges Libellules","E10+",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","Other_Sales",0.01
"PC",2015,"Shooter","Electronic Arts",71,31,36,773,"Visceral Games","M",1,"10s","Microsoft","5th Gen","Misc","Other","Other","EA","Other_Sales",0.01
"GBA",2002,"Role-Playing","Atari",58,13,83,8,"Next Entertainment","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Namco","Other_Sales",0
"PS4",2015,"Adventure","505 Games",81,10,84,73,"Starbreeze","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PC",2010,"Action","Capcom",78,17,61,211,"Blue Castle Games","M",6,"00s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.01
"GBA",2004,"Action","Hip Interactive",30,15,28,4,"DC Studios","T",12,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"X360",2009,"Simulation","Ubisoft",62,39,79,9,"Transmission Games","T",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Ubisoft","Other_Sales",0.01
"X360",2010,"Action","Electronic Arts",60,19,56,10,"EA Bright Light","E",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","Other_Sales",0.01
"PS2",2004,"Sports","Electronic Arts",76,21,62,18,"EA Canada","E",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","Other_Sales",0.02
"Wii",2006,"Action","Midway Games",46,11,65,16,"Artificial Mind and Movement","E",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"XB",2003,"Sports","Acclaim Entertainment",68,17,89,7,"Acclaim","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0
"PS2",2001,"Sports","Sony Computer Entertainment",77,21,73,10,"SCEE London Studio","E",15,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","Other_Sales",0.02
"PS3",2008,"Sports","Midway Games",54,23,63,4,"Midway","E",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"X360",2011,"Adventure","Ubisoft",35,11,45,7,"Ubisoft","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","Other_Sales",0.01
"XB",2003,"Racing","Atari",74,26,89,7,"Milestone S.r.l","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco","Other_Sales",0
"PS3",2014,"Fighting","Atlus",84,38,79,85,"Arc System Works","T",2,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0
"GBA",2002,"Action","Ubisoft",66,20,86,13,"Ubisoft Milan","T",14,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft","Other_Sales",0
"PS2",2001,"Shooter","Sony Computer Entertainment",65,18,78,5,"Wow Entertainment","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY","Other_Sales",0.02
"Wii",2009,"Role-Playing","Rising Star Games",35,17,65,19,"K2, Kurogane","T",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"PSP",2005,"Misc","505 Games",65,17,26,17,"Crave","T",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"3DS",2011,"Misc","Rising Star Games",75,21,76,24,"Gaijin Games","E",5,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"DS",2008,"Shooter","Ignition Entertainment",70,38,72,13,"SNK Playmore","T",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"PC",2016,"Shooter","Activision",73,16,28,440,"Infinity Ward","M",0,"10s","Microsoft","5th Gen","Misc","Other","Other","Activision Blizzard","Other_Sales",0.01
"X360",2006,"Racing","THQ",80,50,75,13,"Climax Group, Climax Studios","E",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"DS",2009,"Action","Electronic Arts",47,16,73,4,"Backbone Entertainment","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","EA","Other_Sales",0.01
"PS2",2002,"Sports","Eidos Interactive",49,11,33,6,"Attention To Detail","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"XB",2003,"Strategy","Activision",79,31,83,22,"LucasArts","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","Other_Sales",0
"XB",2002,"Fighting","Acclaim Entertainment",65,10,56,4,"Acclaim","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0
"DS",2006,"Puzzle","Nintendo",68,33,79,11,"Mitchell","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Nintendo","Other_Sales",0.01
"PC",2011,"Shooter","Tripwire Interactive",76,49,71,729,"Tripwire Interactive","M",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.02
"WiiU",2012,"Action","Ubisoft",76,8,61,16,"Blue Byte","E10+",4,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Ubisoft","Other_Sales",0.01
"GBA",2003,"Shooter","Electronic Arts",66,6,79,9,"JV Games Inc.","T",13,"00s","Nintendo","6th Gen","Misc","Other","Other","EA","Other_Sales",0
"PS",2001,"Platform","Konami Digital Entertainment",69,16,68,13,"Konami","T",15,"00s","SONY","5th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"PS2",2004,"Action","Konami Digital Entertainment",59,22,78,10,"Krome Studios","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PSP",2006,"Sports","Electronic Arts",58,6,67,17,"EA Canada","E",10,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","Other_Sales",0.02
"PS2",2004,"Misc","Gathering of Developers",48,20,65,13,"Top Heavy Studios","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"XB",2002,"Action","Activision",53,20,38,4,"Mucky Foot Productions","M",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","Other_Sales",0
"PS3",2009,"Shooter","Bethesda Softworks",27,24,26,66,"Rebellion","M",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"GBA",2002,"Sports","Sega",80,16,76,5,"Smilebit","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Sega","Other_Sales",0
"Wii",2008,"Racing","Ubisoft",49,22,69,7,"Left Field Productions","E10+",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Ubisoft","Other_Sales",0.01
"X360",2011,"Fighting","505 Games",26,4,20,20,"Panic Button","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"DS",2005,"Misc","Atari",51,17,35,7,"Taniko","E",11,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Namco","Other_Sales",0.01
"DS",2005,"Racing","Electronic Arts",65,13,68,25,"EA Canada","E",11,"00s","Nintendo","7th Gen","Nintendo_DS","EA","US","EA","Other_Sales",0.01
"PS2",2005,"Role-Playing","Konami Digital Entertainment",72,35,86,14,"Falcom","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"X360",2010,"Role-Playing","Focus Home Interactive",72,13,76,50,"Larian Studios","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"X360",2007,"Sports","Take-Two Interactive",71,43,72,16,"Kush Games","E10+",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Sega","Japan","Sega","Other_Sales",0.01
"DS",2009,"Puzzle","Zoo Digital Publishing",64,12,61,4,"Infinite Interactive","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"XOne",2016,"Adventure","Square Enix",85,4,85,123,"DONTNOD Entertainment","M",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Square Enix","Other_Sales",0.01
"PS2",2008,"Role-Playing","Atlus",79,23,85,26,"Atlus Co.","M",8,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PS3",2009,"Action","SouthPeak Games",50,31,57,15,"Gaijin Entertainment","M",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"PS2",2001,"Action","3DO",39,13,36,4,"3DO","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"XB",2004,"Misc","Ubisoft",79,12,88,6,"Ubisoft","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","Other_Sales",0
"DS",2005,"Action","Ubisoft",28,5,30,32,"Ubisoft Casablanca","T",11,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Ubisoft","Other_Sales",0.01
"XB",2002,"Action","Atari",44,19,58,11,"Circus Freak","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco","Other_Sales",0
"Wii",2006,"Puzzle","Nintendo",69,39,85,21,"Hudson","E",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Nintendo","Other_Sales",0.01
"GC",2002,"Sports","Electronic Arts",79,13,61,4,"EA Sports","E",14,"00s","Nintendo","6th Gen","Misc","EA","US","EA","Other_Sales",0
"PS",2000,"Adventure","Eidos Interactive",75,7,60,6,"Blitz Games","E",16,"90s","SONY","5th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"X360",2007,"Racing","Tecmo Koei",61,30,40,19,"Koei","E10+",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"Wii",2009,"Role-Playing","Nippon Ichi Software",76,12,69,15,"Nippon Ichi Software","T",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"GBA",2004,"Fighting","THQ",55,12,80,5,"Natsume","T",12,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"X360",2011,"Action","Black Bean Games",56,18,76,20,"Virtual Air Guitar Company","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"XB",2006,"Action","Eidos Interactive",82,40,70,13,"Crystal Dynamics","T",10,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0
"DS",2008,"Strategy","SouthPeak Games",80,40,81,21,"Venan Entertainment, Cashmere Prod.","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"PC",2002,"Strategy","Vivendi Games",92,40,89,1023,"Blizzard Entertainment","T",14,"00s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Ubisoft","Other_Sales",0.02
"GC",2002,"Platform","Konami Digital Entertainment",60,6,70,5,"Konami","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"PS2",2002,"Role-Playing","Enterbrain",65,9,86,77,"Kuusou Kagaku","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PS3",2008,"Adventure","Atari",69,25,54,50,"Eden Studios","M",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco","Other_Sales",0.02
"PS4",2015,"Action","Sony Computer Entertainment",80,62,80,153,"Bluepoint Games","T",1,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY","Other_Sales",0.01
"PS2",2004,"Racing","Sony Computer Entertainment",57,27,76,14,"Studio 33","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY","Other_Sales",0.02
"PSV",2014,"Fighting","Sega",75,7,83,28,"Sega","T",2,"10s","SONY","8th Gen","SONY_PS","Sega","Japan","Sega","Other_Sales",0.01
"Wii",2008,"Sports","Konami Digital Entertainment",79,16,85,21,"Konami","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"X360",2006,"Fighting","Konami Digital Entertainment",62,54,64,28,"Konami","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PC",2016,"Strategy","Sega",86,77,71,556,"Creative Assembly","T",0,"10s","Microsoft","5th Gen","Misc","Other","Other","Sega","Other_Sales",0.01
"PS2",2004,"Adventure","Konami Digital Entertainment",54,9,80,17,"WinkySoft","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"DS",2007,"Simulation","Touchstone",78,14,73,19,"Sunflowers Interactive","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Other","Other_Sales",0.01
"PS3",2009,"Sports","Take-Two Interactive",80,18,74,16,"Blue Castle Games","E10+",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega","Other_Sales",0.01
"PSV",2013,"Adventure","Warner Bros. Interactive Entertainment",64,5,64,8,"TT Games","E10+",3,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.03
"PSP",2005,"Shooter","Electronic Arts",54,26,70,22,"Rebellion","M",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","EA","Other_Sales",0.01
"PS3",2007,"Sports","Sony Computer Entertainment",63,37,58,4,"SCEA San Diego Studios","E",9,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","Other_Sales",0.01
